time_s,P_conv_W,P_xy10_W,P_cr5_W,P_total_W,i_conv_A,v_belt_m_s,x_belt_m,T_motor_K,x_xy10_m,y_xy10_m,z_xy10_m,vacuum_p_Pa,q2_cr5_rad,q2_dot_rad_s,xy10_active,cr5_active
2.000000,107.964428,0.000528,0.000000,107.964956,1.628578,0.196263,0.390367,293.817150,0.000000,0.000000,-0.000001,101325.000000,0.464983,0.161493,1,0
2.010000,107.964130,0.000528,0.000000,107.964658,1.628578,0.196263,0.392330,293.819269,0.000000,0.000000,-0.000001,101325.000000,0.467175,0.276599,1,0
2.020000,107.963836,0.000528,0.000000,107.964363,1.628578,0.196263,0.394292,293.821388,0.000000,0.000000,-0.000001,101325.000000,0.470512,0.390524,1,0
2.030000,107.963548,0.000528,0.000000,107.964075,1.628578,0.196263,0.396255,293.823506,0.000000,0.000000,-0.000001,101325.000000,0.474981,0.502839,1,0
2.040000,107.963270,0.000528,0.000000,107.963797,1.628578,0.196263,0.398218,293.825625,0.000000,0.000000,-0.000001,101325.000000,0.480563,0.613102,1,0
2.050000,107.963005,0.000528,0.000000,107.963533,1.628578,0.196263,0.400180,293.827744,0.000000,0.000000,-0.000001,101325.000000,0.487236,0.720891,1,0
2.060000,107.962756,0.000528,0.000000,107.963284,1.628578,0.196263,0.402143,293.829862,0.000000,0.000000,-0.000001,101325.000000,0.494972,0.825791,1,0
2.070000,107.962527,0.000528,0.000000,107.963055,1.628578,0.196263,0.404105,293.831981,0.000000,0.000000,-0.000001,101325.000000,0.503741,0.927401,1,0
2.080000,107.962320,0.000528,0.000000,107.962848,1.628578,0.196263,0.406068,293.834099,0.000000,0.000000,-0.000001,101325.000000,0.513508,1.025340,1,0
2.090000,107.962140,0.000528,0.000000,107.962667,1.628578,0.196263,0.408031,293.836218,0.000000,0.000000,-0.000001,101325.000000,0.524234,1.119237,1,0
2.100000,107.961988,0.000528,0.000000,107.962515,1.628578,0.196263,0.409993,293.838336,0.000000,0.000000,-0.000001,101325.000000,0.535878,1.208734,1,0
2.110000,107.961868,0.000528,0.000000,107.962396,1.628578,0.196263,0.411956,293.840454,0.000000,0.000000,-0.000001,101325.000000,0.548393,1.293480,1,0
2.120000,107.961784,0.000528,0.000000,107.962312,1.628578,0.196263,0.413919,293.842572,0.000000,0.000000,-0.000001,101325.000000,0.561730,1.373130,1,0
2.130000,107.961739,0.000528,0.000000,107.962266,1.628578,0.196263,0.415881,293.844690,0.000000,0.000000,-0.000001,101325.000000,0.575837,1.447343,1,0
2.140000,107.961735,0.000528,0.000000,107.962263,1.628578,0.196263,0.417844,293.846808,0.000000,0.000000,-0.000001,101325.000000,0.590658,1.515781,1,0
2.150000,107.961776,0.000528,0.000000,107.962304,1.628578,0.196263,0.419806,293.848926,0.000000,0.000000,-0.000001,101325.000000,0.606133,1.578113,1,0
2.160000,107.961866,0.000528,0.000000,107.962394,1.628578,0.196263,0.421769,293.851044,0.000000,0.000000,-0.000001,101325.000000,0.622199,1.634019,1,0
2.170000,107.962007,0.000528,0.000000,107.962535,1.628578,0.196263,0.423732,293.853162,0.000000,0.000000,-0.000001,101325.000000,0.638791,1.683199,1,0
2.180000,107.962203,0.000528,0.000000,107.962731,1.628578,0.196263,0.425694,293.855280,0.000000,0.000000,-0.000001,101325.000000,0.655840,1.725375,1,0
2.190000,107.962456,0.000528,0.000000,107.962984,1.628578,0.196263,0.427657,293.857398,0.000000,0.000000,-0.000001,101325.000000,0.673274,1.760322,1,0
2.200000,107.962771,0.000528,0.000000,107.963299,1.628578,0.196263,0.429620,293.859515,0.000000,0.000000,-0.000001,101325.000000,0.691022,1.787874,1,0
2.210000,107.963150,0.000528,0.000000,107.963678,1.628578,0.196263,0.431582,293.861633,0.000000,0.000000,-0.000001,101325.000000,0.709007,1.807955,1,0
2.220000,107.963596,0.000528,0.000000,107.964124,1.628578,0.196263,0.433545,293.863751,0.000000,0.000000,-0.000001,101325.000000,0.727157,1.820622,1,0
2.230000,107.964113,0.000528,0.000000,107.964641,1.628578,0.196263,0.435507,293.865868,0.000000,0.000000,-0.000001,101325.000000,0.745397,1.826080,1,0
2.240000,107.964704,0.000528,0.000000,107.965232,1.628578,0.196263,0.437470,293.867985,0.000000,0.000000,-0.000001,101325.000000,0.763657,1.824767,1,0
2.250000,107.965372,0.000528,0.000000,107.965900,1.628578,0.196263,0.439433,293.870103,0.000000,0.000000,-0.000001,101325.000000,0.781873,1.817365,1,0
2.260000,107.965841,0.000528,0.000000,107.966369,1.628578,0.196263,0.441395,293.872220,0.000000,0.000000,-0.000001,101325.000000,0.799989,1.804898,1,0
2.270000,107.965297,0.000528,0.000000,107.965825,1.628578,0.196263,0.443358,293.874337,0.000000,0.000000,-0.000001,101325.000000,0.817961,1.788747,1,0
2.280000,107.964757,0.000528,0.000000,107.965284,1.628578,0.196263,0.445321,293.876454,0.000000,0.000000,-0.000001,101325.000000,0.835760,1.770715,1,0
2.290000,107.964223,0.000528,0.000000,107.964751,1.628578,0.196263,0.447283,293.878572,0.000000,0.000000,-0.000001,101325.000000,0.853378,1.752978,1,0
2.300000,107.963700,0.000528,0.000000,107.964228,1.628578,0.196263,0.449246,293.880689,0.000000,0.000000,-0.000001,101325.000000,0.870830,1.738108,1,0
2.310000,107.963190,0.000528,0.000000,107.963718,1.628578,0.196263,0.451208,293.882806,0.000000,0.000000,-0.000001,101325.000000,0.888159,1.728870,1,0
2.320000,107.962697,0.000528,0.000000,107.963225,1.628578,0.196263,0.453171,293.884922,0.000000,0.000000,-0.000001,101325.000000,0.905435,1.727943,1,0
2.330000,107.962224,0.000528,0.000000,107.962752,1.628578,0.196263,0.455134,293.887039,0.000000,0.000000,-0.000001,101325.000000,0.922754,1.737760,1,0
2.340000,107.961774,0.000528,0.000000,107.962302,1.628578,0.196263,0.457096,293.889156,0.000000,0.000000,-0.000001,101325.000000,0.940233,1.759945,1,0
2.350000,107.961350,0.000528,0.000000,107.961878,1.628578,0.196263,0.459059,293.891273,0.000000,0.000000,-0.000001,101325.000000,0.957998,1.795245,1,0
2.360000,107.960956,0.000528,0.000000,107.961483,1.628578,0.196263,0.461022,293.893389,0.000000,0.000000,-0.000001,101325.000000,0.976181,1.843498,1,0
2.370000,107.960594,0.000528,0.000000,107.961121,1.628578,0.196263,0.462984,293.895506,0.000000,0.000000,-0.000001,101325.000000,0.994907,1.903634,1,0
2.380000,107.960268,0.000528,0.000000,107.960795,1.628578,0.196263,0.464947,293.897623,0.000000,0.000000,-0.000001,101325.000000,1.014287,1.974204,1,0
2.390000,107.959980,0.000528,0.000000,107.960508,1.628578,0.196263,0.466910,293.899739,0.000000,0.000000,-0.000001,101325.000000,1.034419,2.053778,1,0
2.400000,107.959736,0.000528,0.000000,107.960263,1.628578,0.196263,0.468872,293.901855,0.000000,0.000000,-0.000001,101325.000000,1.055389,2.141308,1,0
2.410000,107.959536,0.000528,0.000000,107.960064,1.628578,0.196263,0.470835,293.903972,0.000000,0.000000,-0.000001,101325.000000,1.077272,2.236564,1,0
2.420000,107.959385,0.000528,0.000000,107.959913,1.628578,0.196263,0.472797,293.906088,0.000000,0.000000,-0.000001,101325.000000,1.100150,2.340147,1,0
2.430000,107.959286,0.000528,0.000000,107.959814,1.628578,0.196263,0.474760,293.908204,0.000000,0.000000,-0.000001,101325.000000,1.124108,2.453119,1,0
2.440000,107.959242,0.000528,0.000000,107.959769,1.628578,0.196263,0.476723,293.910320,0.000000,0.000000,-0.000001,101325.000000,1.149246,2.576631,1,0
2.450000,107.959256,0.000528,0.000000,107.959783,1.628578,0.196263,0.478685,293.912436,0.000000,0.000000,-0.000001,101325.000000,1.175674,2.711353,1,0
2.460000,107.959331,0.000528,0.000000,107.959859,1.628578,0.196263,0.480648,293.914552,0.000000,0.000000,-0.000001,101325.000000,1.203505,2.856970,1,0
2.470000,107.959471,0.000528,0.000000,107.959999,1.628578,0.196263,0.482611,293.916668,0.000000,0.000000,-0.000001,101325.000000,1.232842,3.012027,1,0
2.480000,107.959679,0.000528,0.000000,107.960207,1.628578,0.196263,0.484573,293.918784,0.000000,0.000000,-0.000001,101325.000000,1.263769,3.173993,1,0
2.490000,107.959958,0.000528,0.000000,107.960486,1.628578,0.196263,0.486536,293.920900,0.000000,0.000000,-0.000001,101325.000000,1.296336,3.339635,1,0
2.500000,107.960311,0.000528,0.000000,107.960839,1.628578,0.196263,0.488498,293.923016,0.000000,0.000000,-0.000001,101325.000000,1.330562,3.505296,1,0
2.510000,107.960742,0.000528,0.000000,107.961269,1.628578,0.196263,0.490461,293.925132,0.000000,0.000000,-0.000001,101325.000000,1.366429,3.667102,1,0
2.520000,107.961253,0.001889,0.000000,107.963142,1.628578,0.196263,0.492424,293.927247,0.000009,0.000009,-0.000001,101325.000000,1.403879,3.821119,1,0
2.530000,107.961848,0.005771,0.000000,107.967619,1.628578,0.196263,0.494386,293.929363,0.000027,0.000027,-0.000001,101325.000000,1.442813,3.963557,1,0
2.540000,107.962530,0.012215,0.000000,107.974745,1.628578,0.196263,0.496349,293.931478,0.000054,0.000054,-0.000001,101325.000000,1.483100,4.090901,1,0
2.550000,107.963302,0.020692,0.000000,107.983994,1.628578,0.196263,0.498312,293.933594,0.000090,0.000090,-0.000001,101325.000000,1.524571,4.199985,1,0
2.560000,107.964168,0.030903,0.000000,107.995071,1.628578,0.196263,0.500274,293.935709,0.000134,0.000134,-0.000001,101325.000000,1.567029,4.288084,1,0
2.570000,107.965130,0.042676,0.000000,108.007806,1.628578,0.196263,0.502237,293.937824,0.000187,0.000187,-0.000001,101325.000000,1.610255,4.353035,1,0
2.580000,107.965744,0.055723,0.000000,108.021467,1.628578,0.196263,0.504199,293.939940,0.000248,0.000248,-0.000001,101325.000000,1.654008,4.393365,1,0
2.590000,107.965203,0.069638,0.000000,108.034841,1.628578,0.196263,0.506162,293.942055,0.000318,0.000318,-0.000001,101325.000000,1.698038,4.408396,1,0
2.600000,107.964667,0.084204,0.000000,108.048871,1.628578,0.196263,0.508125,293.944170,0.000396,0.000396,-0.000001,101325.000000,1.742092,4.398324,1,0
2.610000,107.964138,0.115618,0.000000,108.079757,1.628578,0.196263,0.510087,293.946285,0.000482,0.000482,-0.000001,101325.000000,1.785925,4.364237,1,0
2.620000,107.963620,0.115994,0.000000,108.079614,1.628578,0.196263,0.512050,293.948400,0.000575,0.000575,-0.000001,101325.000000,1.829303,4.308060,1,0
2.630000,107.963115,0.129918,0.000000,108.093033,1.628578,0.196263,0.514013,293.950515,0.000677,0.000677,-0.000001,101325.000000,1.872021,4.232412,1,0
2.640000,107.962627,0.145563,0.000000,108.108190,1.628578,0.196263,0.515975,293.952630,0.000786,0.000786,-0.000001,101325.000000,1.913897,4.140389,1,0
2.650000,107.962159,0.176662,0.000000,108.138820,1.628578,0.196263,0.517938,293.954745,0.000903,0.000903,-0.000001,101325.000000,1.954785,4.035298,1,0
2.660000,107.961714,0.176471,0.000000,108.138184,1.628578,0.196263,0.519900,293.956859,0.001028,0.001028,-0.000001,101325.000000,1.994570,3.920373,1,0
2.670000,107.961295,0.191354,0.000000,108.152649,1.628578,0.196263,0.521863,293.958974,0.001160,0.001160,-0.000001,101325.000000,2.033169,3.798512,1,0
2.680000,107.960906,0.211502,0.000000,108.172408,1.628578,0.196263,0.523826,293.961089,0.001300,0.001300,-0.000001,101325.000000,2.070524,3.672076,1,0
2.690000,107.960549,0.243696,0.000000,108.204245,1.628578,0.196263,0.525788,293.963203,0.001446,0.001446,-0.000001,101325.000000,2.106600,3.542783,1,0
2.700000,107.960229,0.244751,0.000000,108.204980,1.628578,0.196263,0.527751,293.965318,0.001600,0.001600,-0.000001,101325.000000,2.141374,3.411717,1,0
2.710000,107.959947,0.260951,0.000000,108.220898,1.628578,0.196263,0.529714,293.967432,0.001761,0.001761,-0.000001,101325.000000,2.174831,3.279421,1,0
2.720000,107.959708,0.262998,0.000000,108.222707,1.628578,0.196263,0.531676,293.969547,0.001929,0.001929,-0.000001,101325.000000,2.206959,3.146054,1,0
2.730000,107.959515,0.276471,0.000000,108.235986,1.628578,0.196263,0.533639,293.971661,0.002103,0.002103,-0.000001,101325.000000,2.237748,3.011562,1,0
2.740000,107.959370,0.295624,0.000000,108.254994,1.628578,0.196263,0.535601,293.973775,0.002285,0.002285,-0.000001,101325.000000,2.267186,2.875819,1,0
2.750000,107.959277,0.344334,0.000000,108.303611,1.628578,0.196263,0.537564,293.975889,0.002473,0.002473,-0.000001,101325.000000,2.295260,2.738741,1,0
2.760000,107.959239,0.329586,0.000000,108.288825,1.628578,0.196263,0.539527,293.978003,0.002667,0.002667,-0.000001,101325.000000,2.321957,2.600333,1,0
2.770000,107.959259,0.340446,0.000000,108.299705,1.628578,0.196263,0.541489,293.980117,0.002868,0.002868,-0.000001,101325.000000,2.347263,2.460718,1,0
2.780000,107.959341,0.363681,0.000000,108.323022,1.628578,0.196263,0.543452,293.982231,0.003076,0.003076,-0.000001,101325.000000,2.371168,2.320126,1,0
2.790000,107.959488,0.385929,0.000000,108.345417,1.628578,0.196263,0.545415,293.984345,0.003290,0.003290,-0.000001,101325.000000,2.393663,2.178871,1,0
2.800000,107.959702,0.408460,0.000000,108.368162,1.628578,0.196263,0.547377,293.986459,0.003510,0.003510,-0.000001,101325.000000,2.414744,2.037329,1,0
2.810000,107.959988,0.410384,0.000000,108.370372,1.628578,0.196263,0.549340,293.988573,0.003736,0.003736,-0.000001,101325.000000,2.434410,1.895905,1,0
2.820000,107.960347,0.408986,0.000000,108.369334,1.628578,0.196263,0.551302,293.990687,0.003968,0.003968,-0.000001,101325.000000,2.452664,1.755010,1,0
2.830000,107.960785,0.428416,0.000000,108.389201,1.628578,0.196263,0.553265,293.992800,0.004206,0.004206,-0.000001,101325.000000,2.469513,1.615044,1,0
2.840000,107.961303,0.433026,0.000000,108.394329,1.628578,0.196263,0.555228,293.994914,0.004451,0.004451,-0.000001,101325.000000,2.484968,1.476376,1,0
2.850000,107.961904,0.442606,0.000000,108.404511,1.628578,0.196263,0.557190,293.997028,0.004700,0.004700,-0.000001,101325.000000,2.499045,1.339334,1,0
2.860000,107.962593,0.443266,0.000000,108.405860,1.628578,0.196263,0.559153,293.999141,0.004956,0.004956,-0.000001,101325.000000,2.511761,1.204208,1,0
2.870000,107.963372,0.443904,0.000000,108.407276,1.628578,0.196263,0.561116,294.001254,0.005217,0.005217,-0.000001,101325.000000,2.523136,1.071233,1,0
2.880000,107.964245,0.464771,0.000000,108.429016,1.628578,0.196263,0.563078,294.003368,0.005484,0.005484,-0.000001,101325.000000,2.533193,0.940605,1,0
2.890000,107.965214,0.486497,0.000000,108.451711,1.628578,0.196263,0.565041,294.005481,0.005757,0.005757,-0.000001,101325.000000,2.541956,0.812472,1,0
2.900000,107.965731,0.494853,0.000000,108.460584,1.628578,0.196263,0.567003,294.007594,0.006034,0.006034,-0.000001,101325.000000,2.549451,0.686943,1,0
2.910000,107.965192,0.487276,0.000000,108.452467,1.628578,0.196263,0.568966,294.009707,0.006318,0.006318,-0.000001,101325.000000,2.555704,0.564092,1,0
2.920000,107.964656,0.552775,0.000000,108.517431,1.628578,0.196263,0.570929,294.011821,0.006606,0.006606,-0.000001,101325.000000,2.560742,0.443966,1,0
2.930000,107.964128,0.512969,0.000000,108.477097,1.628578,0.196263,0.572891,294.013934,0.006900,0.006900,-0.000001,101325.000000,2.564593,0.326591,1,0
2.940000,107.963611,0.531374,0.000000,108.494985,1.628578,0.196263,0.574854,294.016047,0.007198,0.007198,-0.000001,101325.000000,2.567283,0.211986,1,0
2.950000,107.963107,0.585338,0.000000,108.548445,1.628578,0.196263,0.576817,294.018160,0.007502,0.007502,-0.000001,101325.000000,2.568842,0.100162,1,0
2.960000,107.962620,0.542358,0.000000,108.504979,1.628578,0.196263,0.578779,294.020272,0.007811,0.007811,-0.000001,101325.000000,2.569297,-0.008865,1,0
